,product_id,quantity,product_type,product,brand,price,category,uid,experiment_name,amount,way_of_purchase
21,117,1.0,competitor,Dyson Supersonic Sèche-Cheveux édition spéciale Fuchsia avec Grand boîtier,Dyson,398.99,-,6538fec4-c3c6-a887-ef3a-fe964e9aa378,Experiment 2 Dry brush and Duo,398.99,not_buyer
22,125,1.0,competitor,"Sèche-cheveux volumisant Salon Revlon (One-Step, technologie IONIQUE et CÉRAMIQUE, cheveux longs et mi-longs) RVDR5222",Revlon,38.45,-,6538ff09-8b1b-12d9-ba73-b71db204029d,Experiment 1 Reverso 2 in one,38.45,from_page
23,127,2.0,competitor,"Rowenta Brosse rotative à air chaud, Poils naturels, Enduit de kératine de cachemire, Protège les cheveux, 2 accessoires inclus, Brush Activ Premium Care CF9540F0",Rowenta,69.9,-,6538ff97-4615-3972-e64a-aff5214b4046,Experiment 2 Dry brush and Duo,139.8,from_page
24,126,1.0,competitor,"Bellissima Brosse Soufflante My Pro GH18 1100 - Brushing Professionnel avec Embouts en Céramique, Système Dry & Style 5 en 1 - 2 Combinaisons de Débit d'Air / Température, Position Air Froid Cool Fix",Bellissima,49.89,-,6538ffc8-301e-277b-d5aa-dacd2958c5ab,Experiment 2 Dry brush and Duo,49.89,from_page
25,129,1.0,competitor,"Revlon Salon One-Step Sèche-cheveux volumisant, cheveux mi-longs à courts, RVDR5282UKE",Revlon,42.99,-,6538ffad-d913-c3de-e4be-7914d99a1542,Experiment 1 Reverso 2 in one,42.99,from_page
26,139,1.0,variation,"Rowenta, REVERSO, Ultimate Experience.  Innovation: 2 en 1, sèche cheveux et brosse soufflante, coiffage rapide et facile, gain de place, résultat brushing naturel, cheveux brillants, technologie ionique.",Rowenta,89.0,-,6538ff92-5d98-1d70-fc7b-1b570bd65736,Experiment 1 Reverso 2 in one,89.0,from_page
27,186,1.0,variation,"Rowenta, DRY & BRUSH DUO, Ultimate Experience.  Innovation: sèche cheveux et brosse soufflante combinés, coiffage rapide et facile, sèche et coiffe, résultat brushing naturel, cheveux brillants, technologie ionique.",Rowenta,89.0,-,6539004f-0234-c543-8a28-d07fb9c94082,Experiment 2 Dry brush and Duo,89.0,from_page
28,118,1.0,competitor,Dyson Airwrap Volume + Shape Styler pour cheveux fins et plats,Dyson,749.0,-,65390119-8539-edc8-5ca9-293c42af52f8,Experiment 2 Dry brush and Duo,749.0,from_page
29,123,3.0,competitor,Sèche-Cheveux Philips Série 3000 avec Fonction Ionique Avancée (modèle BHD351/10),Philips,19.99,-,6539002c-9358-d2e2-af88-e87989f95c6a,Experiment 2 Dry brush and Duo,59.97,from_page
30,139,1.0,variation,"Rowenta, REVERSO, Ultimate Experience.  Innovation: 2 en 1, sèche cheveux et brosse soufflante, coiffage rapide et facile, gain de place, résultat brushing naturel, cheveux brillants, technologie ionique.",Rowenta,89.0,-,653901d7-f491-799e-4d29-fb92ed7061b2,Experiment 1 Reverso 2 in one,89.0,from_page
31,114,1.0,competitor,"Babyliss Sèche-Cheveux Smooth Pro, Noir",Babyliss,29.99,-,6539016a-900c-ae8b-6ea5-4ea5b22ebb11,Experiment 2 Dry brush and Duo,29.99,from_page
32,125,1.0,competitor,"Sèche-cheveux volumisant Salon Revlon (One-Step, technologie IONIQUE et CÉRAMIQUE, cheveux longs et mi-longs) RVDR5222",Revlon,38.45,-,653901e5-4366-a8c1-e378-906de454e149,Experiment 2 Dry brush and Duo,38.45,from_page
33,130,1.0,competitor,BaByliss Brosse Soufflante Smooth Boost 300W pour un volume dès la racine 668E Noir,Babyliss,16.9,-,65390208-15f9-5d00-e14b-78bb61ff49b1,Experiment 1 Reverso 2 in one,16.9,from_page
34,125,1.0,competitor,"Sèche-cheveux volumisant Salon Revlon (One-Step, technologie IONIQUE et CÉRAMIQUE, cheveux longs et mi-longs) RVDR5222",Revlon,38.45,-,6539027e-1b49-12c5-c7c5-9cddbb755480,Experiment 1 Reverso 2 in one,38.45,from_page
35,117,1.0,competitor,Dyson Supersonic Sèche-Cheveux édition spéciale Fuchsia avec Grand boîtier,Dyson,398.99,-,65390292-e8cf-e05b-e11f-c6c8288abd27,Experiment 1 Reverso 2 in one,398.99,from_page
36,128,1.0,competitor,"Babyliss AS952E - BaByliss Paris - Brosse soufflante rotative Big Hair Dual, Or, 1 Unité (Lot de 1)",Babyliss,34.99,-,653902df-6b9c-dde9-c71b-90f0a5cde0e1,Experiment 2 Dry brush and Duo,34.99,from_page
37,128,1.0,competitor,"Babyliss AS952E - BaByliss Paris - Brosse soufflante rotative Big Hair Dual, Or, 1 Unité (Lot de 1)",Babyliss,34.99,-,653902f5-cb42-2806-1caf-be876a420e02,Experiment 2 Dry brush and Duo,34.99,from_page
38,118,1.0,competitor,Dyson Airwrap Volume + Shape Styler pour cheveux fins et plats,Dyson,749.0,-,65390349-86dc-9a52-1a36-79ca3dbb126d,Experiment 1 Reverso 2 in one,749.0,from_page
39,129,1.0,competitor,"Revlon Salon One-Step Sèche-cheveux volumisant, cheveux mi-longs à courts, RVDR5282UKE",Revlon,42.99,-,65390400-7ed2-cd1a-35ae-3046886a06bf,Experiment 2 Dry brush and Duo,42.99,from_page
40,139,1.0,variation,"Rowenta, REVERSO, Ultimate Experience.  Innovation: 2 en 1, sèche cheveux et brosse soufflante, coiffage rapide et facile, gain de place, résultat brushing naturel, cheveux brillants, technologie ionique.",Rowenta,89.0,-,6539044e-288a-0549-f8a8-afee8901697b,Experiment 1 Reverso 2 in one,89.0,from_page
41,126,1.0,competitor,"Bellissima Brosse Soufflante My Pro GH18 1100 - Brushing Professionnel avec Embouts en Céramique, Système Dry & Style 5 en 1 - 2 Combinaisons de Débit d'Air / Température, Position Air Froid Cool Fix",Bellissima,49.89,-,653903a9-f64c-0fb1-9b7a-f64e385c4b6f,Experiment 2 Dry brush and Duo,49.89,not_buyer
42,132,1.0,competitor,"Bellissima Brosse Soufflante Ionique Air Wonder - Brosse Chauffante Brushing, Brosses en Céramique, Enduites de Kératine - 2 Températures et Air Frais - Sèche, Volume, 8 Accessoires Inclus, 1000 W",Bellissima,79.47,-,653904f8-f86d-f8f7-cf96-abccdd8160d1,Experiment 1 Reverso 2 in one,79.47,from_page
43,132,1.0,competitor,"Bellissima Brosse Soufflante Ionique Air Wonder - Brosse Chauffante Brushing, Brosses en Céramique, Enduites de Kératine - 2 Températures et Air Frais - Sèche, Volume, 8 Accessoires Inclus, 1000 W",Bellissima,79.47,-,65390577-1899-7d33-aa91-e583bf668cf7,Experiment 2 Dry brush and Duo,79.47,from_page
44,118,2.0,competitor,Dyson Airwrap Volume + Shape Styler pour cheveux fins et plats,Dyson,749.0,-,653905f2-d7fa-879f-2915-cd61f1c2e1f0,Experiment 1 Reverso 2 in one,1498.0,from_page
45,128,1.0,competitor,"Babyliss AS952E - BaByliss Paris - Brosse soufflante rotative Big Hair Dual, Or, 1 Unité (Lot de 1)",Babyliss,34.99,-,65390604-1f04-26b8-10e2-18247aa4c7fa,Experiment 2 Dry brush and Duo,34.99,from_page
46,117,1.0,competitor,Dyson Supersonic Sèche-Cheveux édition spéciale Fuchsia avec Grand boîtier,Dyson,398.99,-,653905b0-fc77-30d2-1496-a449a1e16fb1,Experiment 1 Reverso 2 in one,398.99,from_page
47,125,1.0,competitor,"Sèche-cheveux volumisant Salon Revlon (One-Step, technologie IONIQUE et CÉRAMIQUE, cheveux longs et mi-longs) RVDR5222",Revlon,38.45,-,65390657-b669-e2a8-8843-0ff485e0e0f0,Experiment 1 Reverso 2 in one,38.45,from_page
48,117,1.0,competitor,Dyson Supersonic Sèche-Cheveux édition spéciale Fuchsia avec Grand boîtier,Dyson,398.99,-,6539070e-b3e8-2572-4e2c-ff59f5398f50,Experiment 1 Reverso 2 in one,398.99,from_page
49,186,2.0,variation,"Rowenta, DRY & BRUSH DUO, Ultimate Experience.  Innovation: sèche cheveux et brosse soufflante combinés, coiffage rapide et facile, sèche et coiffe, résultat brushing naturel, cheveux brillants, technologie ionique.",Rowenta,89.0,-,6539073f-6e86-7c1d-8873-84a7a82dcaff,Experiment 2 Dry brush and Duo,178.0,from_page
50,117,1.0,competitor,Dyson Supersonic Sèche-Cheveux édition spéciale Fuchsia avec Grand boîtier,Dyson,398.99,-,6539064c-57a8-cedc-abd2-cbc371080cfa,Experiment 2 Dry brush and Duo,398.99,from_page
51,186,1.0,variation,"Rowenta, DRY & BRUSH DUO, Ultimate Experience.  Innovation: sèche cheveux et brosse soufflante combinés, coiffage rapide et facile, sèche et coiffe, résultat brushing naturel, cheveux brillants, technologie ionique.",Rowenta,89.0,-,65390751-5e2e-fa15-878e-e8047c33fa4f,Experiment 2 Dry brush and Duo,89.0,from_page
52,118,1.0,competitor,Dyson Airwrap Volume + Shape Styler pour cheveux fins et plats,Dyson,749.0,-,653907f1-af10-92c8-cf5f-3817f45d7a77,Experiment 2 Dry brush and Duo,749.0,not_buyer
53,132,1.0,competitor,"Bellissima Brosse Soufflante Ionique Air Wonder - Brosse Chauffante Brushing, Brosses en Céramique, Enduites de Kératine - 2 Températures et Air Frais - Sèche, Volume, 8 Accessoires Inclus, 1000 W",Bellissima,79.47,-,6539076d-e847-8286-0755-e494f0d00711,Experiment 1 Reverso 2 in one,79.47,from_page
54,125,2.0,competitor,"Sèche-cheveux volumisant Salon Revlon (One-Step, technologie IONIQUE et CÉRAMIQUE, cheveux longs et mi-longs) RVDR5222",Revlon,38.45,-,653907d5-235d-875d-cb0d-289ab2a0f10f,Experiment 2 Dry brush and Duo,76.9,from_page
55,125,1.0,competitor,"Sèche-cheveux volumisant Salon Revlon (One-Step, technologie IONIQUE et CÉRAMIQUE, cheveux longs et mi-longs) RVDR5222",Revlon,38.45,-,65390698-8d96-13dc-625a-1e1b84c2cfb5,Experiment 1 Reverso 2 in one,38.45,from_page
56,131,2.0,competitor,"Remington Brosse Soufflante Ionique [4en1: lissage, boucles, ondulations, volume] Curl&Straight Confidence (1000W, Brosse ronde 40mm, Brosse plate, Boucleur 30mm, Concentrateur, Mallette) AS8606",Remington,119.1,-,6539092a-ae6e-fd73-820b-ee3aef1025c9,Experiment 1 Reverso 2 in one,238.2,from_page
57,132,1.0,competitor,"Bellissima Brosse Soufflante Ionique Air Wonder - Brosse Chauffante Brushing, Brosses en Céramique, Enduites de Kératine - 2 Températures et Air Frais - Sèche, Volume, 8 Accessoires Inclus, 1000 W",Bellissima,79.47,-,653908fe-a8b7-b40c-9c8e-99817b77909b,Experiment 1 Reverso 2 in one,79.47,from_page
58,130,1.0,competitor,BaByliss Brosse Soufflante Smooth Boost 300W pour un volume dès la racine 668E Noir,Babyliss,16.9,-,65390924-1208-f8ac-bbc7-4dab9a6bef41,Experiment 2 Dry brush and Duo,16.9,from_page
59,132,1.0,competitor,"Bellissima Brosse Soufflante Ionique Air Wonder - Brosse Chauffante Brushing, Brosses en Céramique, Enduites de Kératine - 2 Températures et Air Frais - Sèche, Volume, 8 Accessoires Inclus, 1000 W",Bellissima,79.47,-,6539091c-c45e-76ae-509c-309c6ab9aa45,Experiment 1 Reverso 2 in one,79.47,from_page
60,117,1.0,competitor,Dyson Supersonic Sèche-Cheveux édition spéciale Fuchsia avec Grand boîtier,Dyson,398.99,-,653909af-36d8-6810-81d6-740a3ed49c4a,Experiment 1 Reverso 2 in one,398.99,not_buyer
61,119,1.0,competitor,BaByliss Sèche-Cheveux Turbo Smooth 2200 avec Technologie Ionique et Céramique,Babyliss,28.9,-,65390991-6232-ab64-cb58-f268777c47ed,Experiment 2 Dry brush and Duo,28.9,from_page
62,132,1.0,competitor,"Bellissima Brosse Soufflante Ionique Air Wonder - Brosse Chauffante Brushing, Brosses en Céramique, Enduites de Kératine - 2 Températures et Air Frais - Sèche, Volume, 8 Accessoires Inclus, 1000 W",Bellissima,79.47,-,653909c8-ac83-a730-5e4a-431c968f60da,Experiment 1 Reverso 2 in one,79.47,from_page
63,127,2.0,competitor,"Rowenta Brosse rotative à air chaud, Poils naturels, Enduit de kératine de cachemire, Protège les cheveux, 2 accessoires inclus, Brush Activ Premium Care CF9540F0",Rowenta,69.9,-,65390ad6-0662-3bfa-bdcc-ab2fc041a84d,Experiment 1 Reverso 2 in one,139.8,from_page
64,125,1.0,competitor,"Sèche-cheveux volumisant Salon Revlon (One-Step, technologie IONIQUE et CÉRAMIQUE, cheveux longs et mi-longs) RVDR5222",Revlon,38.45,-,65390b3d-8018-2597-f588-02a2caa94ab9,Experiment 2 Dry brush and Duo,38.45,from_page
65,129,1.0,competitor,"Revlon Salon One-Step Sèche-cheveux volumisant, cheveux mi-longs à courts, RVDR5282UKE",Revlon,42.99,-,65390bc4-75a6-241a-8b07-1608d4254875,Experiment 1 Reverso 2 in one,42.99,from_page
66,118,1.0,competitor,Dyson Airwrap Volume + Shape Styler pour cheveux fins et plats,Dyson,749.0,-,65390c7d-1b4e-7faa-0606-44622ab0d62b,Experiment 1 Reverso 2 in one,749.0,from_page
67,125,1.0,competitor,"Sèche-cheveux volumisant Salon Revlon (One-Step, technologie IONIQUE et CÉRAMIQUE, cheveux longs et mi-longs) RVDR5222",Revlon,38.45,-,65390a9e-fc76-0cfd-dae6-fa62ac872dbb,Experiment 2 Dry brush and Duo,38.45,from_page
68,126,1.0,competitor,"Bellissima Brosse Soufflante My Pro GH18 1100 - Brushing Professionnel avec Embouts en Céramique, Système Dry & Style 5 en 1 - 2 Combinaisons de Débit d'Air / Température, Position Air Froid Cool Fix",Bellissima,49.89,-,65390cb4-2d6b-d418-5611-3e8e4e86e66e,Experiment 2 Dry brush and Duo,49.89,from_page
69,114,1.0,competitor,"Babyliss Sèche-Cheveux Smooth Pro, Noir",Babyliss,29.99,-,65390d84-28fa-a37b-4e33-a041d3e65808,Experiment 1 Reverso 2 in one,29.99,from_page
70,119,1.0,competitor,BaByliss Sèche-Cheveux Turbo Smooth 2200 avec Technologie Ionique et Céramique,Babyliss,28.9,-,65390c56-62aa-4739-b8f2-c988c74e0518,Experiment 1 Reverso 2 in one,28.9,from_page
71,125,1.0,competitor,"Sèche-cheveux volumisant Salon Revlon (One-Step, technologie IONIQUE et CÉRAMIQUE, cheveux longs et mi-longs) RVDR5222",Revlon,38.45,-,65390f42-ea48-f282-103c-e6ae167637b4,Experiment 2 Dry brush and Duo,38.45,not_buyer
72,114,1.0,competitor,"Babyliss Sèche-Cheveux Smooth Pro, Noir",Babyliss,29.99,-,65391054-e627-3f6a-aaff-2cc28ad5d5bb,Experiment 2 Dry brush and Duo,29.99,not_buyer
73,114,1.0,competitor,"Babyliss Sèche-Cheveux Smooth Pro, Noir",Babyliss,29.99,-,65391065-774f-305b-8995-63710638904d,Experiment 1 Reverso 2 in one,29.99,from_page
74,129,1.0,competitor,"Revlon Salon One-Step Sèche-cheveux volumisant, cheveux mi-longs à courts, RVDR5282UKE",Revlon,42.99,-,653910b4-1aef-a5a7-c1c6-942f84bf8c4e,Experiment 2 Dry brush and Duo,42.99,from_page
75,132,1.0,competitor,"Bellissima Brosse Soufflante Ionique Air Wonder - Brosse Chauffante Brushing, Brosses en Céramique, Enduites de Kératine - 2 Températures et Air Frais - Sèche, Volume, 8 Accessoires Inclus, 1000 W",Bellissima,79.47,-,653911cb-ae63-b5d5-044e-d5b025695407,Experiment 2 Dry brush and Duo,79.47,from_page
76,117,1.0,competitor,Dyson Supersonic Sèche-Cheveux édition spéciale Fuchsia avec Grand boîtier,Dyson,398.99,-,65391311-e64b-392b-3677-6f68d83f4225,Experiment 1 Reverso 2 in one,398.99,from_page
77,139,1.0,variation,"Rowenta, REVERSO, Ultimate Experience.  Innovation: 2 en 1, sèche cheveux et brosse soufflante, coiffage rapide et facile, gain de place, résultat brushing naturel, cheveux brillants, technologie ionique.",Rowenta,89.0,-,653912ef-924e-4f96-e4b3-15864cfaf368,Experiment 1 Reverso 2 in one,89.0,from_page
78,132,1.0,competitor,"Bellissima Brosse Soufflante Ionique Air Wonder - Brosse Chauffante Brushing, Brosses en Céramique, Enduites de Kératine - 2 Températures et Air Frais - Sèche, Volume, 8 Accessoires Inclus, 1000 W",Bellissima,79.47,-,65391399-829b-2fe3-d1c4-ae98f16d7b7c,Experiment 2 Dry brush and Duo,79.47,from_page
79,118,2.0,competitor,Dyson Airwrap Volume + Shape Styler pour cheveux fins et plats,Dyson,749.0,-,653913d5-7da2-568c-a80d-d2ffbcab5432,Experiment 2 Dry brush and Duo,1498.0,not_buyer
80,117,1.0,competitor,Dyson Supersonic Sèche-Cheveux édition spéciale Fuchsia avec Grand boîtier,Dyson,398.99,-,6539133c-ed0c-a2f8-3a35-62cec75056bc,Experiment 2 Dry brush and Duo,398.99,not_buyer
81,139,1.0,variation,"Rowenta, REVERSO, Ultimate Experience.  Innovation: 2 en 1, sèche cheveux et brosse soufflante, coiffage rapide et facile, gain de place, résultat brushing naturel, cheveux brillants, technologie ionique.",Rowenta,89.0,-,6539141b-afac-1fb7-aeff-c4d8584f39b8,Experiment 1 Reverso 2 in one,89.0,from_page
82,132,1.0,competitor,"Bellissima Brosse Soufflante Ionique Air Wonder - Brosse Chauffante Brushing, Brosses en Céramique, Enduites de Kératine - 2 Températures et Air Frais - Sèche, Volume, 8 Accessoires Inclus, 1000 W",Bellissima,79.47,-,65391537-d1a2-ce55-b538-533f64bc7261,Experiment 2 Dry brush and Duo,79.47,from_page
83,128,2.0,competitor,"Babyliss AS952E - BaByliss Paris - Brosse soufflante rotative Big Hair Dual, Or, 1 Unité (Lot de 1)",Babyliss,34.99,-,653916ae-ff1d-76ec-49a8-80f5e6e471e6,Experiment 2 Dry brush and Duo,69.98,from_page
84,118,1.0,competitor,Dyson Airwrap Volume + Shape Styler pour cheveux fins et plats,Dyson,749.0,-,653917b1-7158-6ad3-28a2-0ce3d5817d12,Experiment 1 Reverso 2 in one,749.0,from_page
85,117,1.0,competitor,Dyson Supersonic Sèche-Cheveux édition spéciale Fuchsia avec Grand boîtier,Dyson,398.99,-,65391a69-4624-e83c-8c1e-d57ba77e3abe,Experiment 2 Dry brush and Duo,398.99,from_page
86,130,1.0,competitor,BaByliss Brosse Soufflante Smooth Boost 300W pour un volume dès la racine 668E Noir,Babyliss,16.9,-,65391ada-4364-ead4-181f-9d95f547bce6,Experiment 2 Dry brush and Duo,16.9,not_buyer
87,123,1.0,competitor,Sèche-Cheveux Philips Série 3000 avec Fonction Ionique Avancée (modèle BHD351/10),Philips,19.99,-,65391d17-5b69-bdca-c40a-a892f612ed04,Experiment 2 Dry brush and Duo,19.99,not_buyer
88,118,1.0,competitor,Dyson Airwrap Volume + Shape Styler pour cheveux fins et plats,Dyson,749.0,-,65391e35-8ff2-4b6c-2ccd-e2ef58a0af39,Experiment 1 Reverso 2 in one,749.0,from_page
89,132,1.0,competitor,"Bellissima Brosse Soufflante Ionique Air Wonder - Brosse Chauffante Brushing, Brosses en Céramique, Enduites de Kératine - 2 Températures et Air Frais - Sèche, Volume, 8 Accessoires Inclus, 1000 W",Bellissima,79.47,-,65391fbc-d667-657b-165b-f5b7d5a4f4c2,Experiment 1 Reverso 2 in one,79.47,from_page
90,122,2.0,competitor,BaByliss Sèche-cheveux Speed Pro 2000 Moteur AC Fabriqué en Italie 6704WE,Babyliss,38.22,-,653920b7-dbdb-c5fc-74c9-f59912283c97,Experiment 2 Dry brush and Duo,76.44,from_page
91,116,1.0,competitor,"Remington Sèche-cheveux Ionique [Puissant & Léger] Ionic Dry Violet (2200W, coiffage délicat en douceur & répartition uniforme de la chaleur, 3 températures / 2 vitesses, Air frais, diffuseur) D3190",Remington,28.4,-,65392083-c1a6-3a37-2aef-fe652bbbb3b8,Experiment 1 Reverso 2 in one,28.4,from_page
92,127,2.0,competitor,"Rowenta Brosse rotative à air chaud, Poils naturels, Enduit de kératine de cachemire, Protège les cheveux, 2 accessoires inclus, Brush Activ Premium Care CF9540F0",Rowenta,69.9,-,65392233-9526-4add-f1f4-31ca6ad95a9d,Experiment 1 Reverso 2 in one,139.8,from_page
93,186,1.0,variation,"Rowenta, DRY & BRUSH DUO, Ultimate Experience.  Innovation: sèche cheveux et brosse soufflante combinés, coiffage rapide et facile, sèche et coiffe, résultat brushing naturel, cheveux brillants, technologie ionique.",Rowenta,89.0,-,6539214e-3ffe-66dd-6f6f-df87f0e2bd7e,Experiment 2 Dry brush and Duo,89.0,from_page
94,114,1.0,competitor,"Babyliss Sèche-Cheveux Smooth Pro, Noir",Babyliss,29.99,-,653925d1-ff12-fb7b-804b-11fc4869cf4c,Experiment 2 Dry brush and Duo,29.99,from_page
95,118,1.0,competitor,Dyson Airwrap Volume + Shape Styler pour cheveux fins et plats,Dyson,749.0,-,65392a49-8219-2f67-be8e-c9c7c4c18d05,Experiment 1 Reverso 2 in one,749.0,from_page
96,115,1.0,competitor,BaByliss Sèche-cheveux Powerlight 2000 Design Léger D212E,Babyliss,19.99,-,65392df9-3830-4b2d-f97d-c9fbdbf3902c,Experiment 1 Reverso 2 in one,19.99,from_page
97,120,2.0,competitor,"Remington Sèche-Cheveux 2300W Moteur AC, Léger, Puissant, Maniable - AC5999",Remington,41.38,-,65393027-9d28-151b-ed30-8227a38f57f3,Experiment 1 Reverso 2 in one,82.76,from_page
98,186,1.0,variation,"Rowenta, DRY & BRUSH DUO, Ultimate Experience.  Innovation: sèche cheveux et brosse soufflante combinés, coiffage rapide et facile, sèche et coiffe, résultat brushing naturel, cheveux brillants, technologie ionique.",Rowenta,89.0,-,6539388b-bd84-e399-c395-43ef85606995,Experiment 2 Dry brush and Duo,89.0,from_page
99,139,1.0,variation,"Rowenta, REVERSO, Ultimate Experience.  Innovation: 2 en 1, sèche cheveux et brosse soufflante, coiffage rapide et facile, gain de place, résultat brushing naturel, cheveux brillants, technologie ionique.",Rowenta,89.0,-,65393c0a-9879-2522-5c7a-dfc94adda775,Experiment 1 Reverso 2 in one,89.0,not_buyer
